Date,Open,High,Low,Close,Adj Close,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
12/31/2011,35.075001,35.355,33.285,33.764999,23.427187,300231600,"158,918,117,383","171,609,117,383",12.862,3.549,4.768,15.544,60.298,"11,040,000,000","11,040,000,000","4,403,000,000","6,637,000,000","4,686,000,000","4,411,000,000","1,951,000,000","237,000,000","2,211,000,000","537,000,000","1,654,000,000","1,654,000,000","1,674,000,000","1,674,000,000","1,654,000,000",0.37,0.36,"4,535,000,000","4,610,000,000","1,951,000,000","9,089,000,000","1,654,000,000","1,591,915,875.17","2,315,000,000","2,846,000,000","4,403,000,000","531,000,000","1,654,000,000","2,764,000,000",0.243,"19,915,875.17","79,974,000,000","25,497,000,000","14,035,000,000","12,803,000,000","4,920,000,000","3,092,000,000","54,477,000,000","14,939,000,000","23,151,000,000","-8,212,000,000","27,669,000,000","15,450,000,000","3,495,000,000","48,053,000,000","24,283,000,000","7,918,000,000","2,534,000,000","2,172,000,000","14,912,000,000","14,912,000,000","23,770,000,000","13,656,000,000","13,656,000,000","4,694,000,000","4,694,000,000","5,420,000,000","31,921,000,000","31,635,000,000","53,550,000,000","45,291,000,000","31,635,000,000","3,966,000,000","1,214,000,000","60,203,000,000","3,966,000,000","28,568,000,000","7,040,000,000","4,526,000,000","2,674,000,000","2,674,000,000","1,674,000,000","531,000,000","531,000,000","834,000,000","834,000,000","890,000,000","890,000,000","-970,000,000","-1,005,000,000","-3,410,000,000","-3,410,000,000","-563,000,000","-718,000,000","187,000,000","-905,000,000","12,803,000,000","154,000,000","-33,000,000","12,682,000,000","-1,005,000,000","187,000,000","-905,000,000","1,669,000,000"
9/30/2011,33.294998,34.544998,31.67,34.16,23.530317,406481800,"153,428,760,000","166,119,760,000",12.419,3.427,4.62,13.563,47.395,"12,248,000,000","12,248,000,000","4,875,000,000","7,373,000,000","4,623,000,000","4,527,000,000","2,750,000,000","148,000,000","2,923,000,000","680,000,000","2,221,000,000","2,221,000,000","2,243,000,000","2,243,000,000","2,221,000,000",0.485,0.475,"4,572,000,000","4,652,000,000","2,750,000,000","9,498,000,000","2,221,000,000","2,245,555,593.57","3,039,000,000","3,505,000,000","4,875,000,000","466,000,000","2,221,000,000","3,537,000,000",0.233,"-7,444,406.43","81,753,000,000","28,191,000,000","16,497,000,000","12,682,000,000","5,131,000,000","3,172,000,000","53,562,000,000","14,522,000,000","22,640,000,000","-8,118,000,000","27,484,000,000","15,411,000,000","3,219,000,000","48,254,000,000","25,581,000,000","23,499,000,000","23,499,000,000","23,235,000,000","2,082,000,000","2,082,000,000","22,673,000,000","13,708,000,000","13,708,000,000","4,561,000,000","4,561,000,000","4,404,000,000","33,499,000,000","33,209,000,000","52,965,000,000","46,917,000,000","33,209,000,000","5,725,000,000","2,610,000,000","48,999,000,000","5,725,000,000","15,790,000,000","7,040,000,000","4,542,000,000","3,158,000,000","3,158,000,000","2,243,000,000","466,000,000","466,000,000","16,000,000","16,000,000","-1,086,000,000","-1,086,000,000","-705,000,000","-725,000,000","1,146,000,000","1,146,000,000","2,792,000,000","-1,657,000,000","580,000,000","-2,237,000,000","12,682,000,000","3,218,000,000","-702,000,000","10,166,000,000","-725,000,000","580,000,000","-2,237,000,000","2,433,000,000"
6/30/2011,33.509998,34.91,33.294998,34.005001,23.264864,325485600,"154,043,933,690","166,211,933,690",12.531,3.726,4.383,13.05,38.218,"12,737,000,000","12,737,000,000","4,989,000,000","7,748,000,000","4,574,000,000","4,422,000,000","3,174,000,000","583,000,000","3,794,000,000","990,000,000","2,797,000,000","2,797,000,000","2,804,000,000","2,804,000,000","2,797,000,000",0.61,0.6,"4,580,000,000","4,660,000,000","3,174,000,000","9,563,000,000","2,797,000,000","2,529,459,673.17","3,878,000,000","4,349,000,000","4,989,000,000","471,000,000","2,797,000,000","3,987,000,000",0.261,"94,459,673.17","80,090,000,000","26,539,000,000","14,017,000,000","10,166,000,000","5,630,000,000","3,237,000,000","53,551,000,000","14,933,000,000","22,928,000,000","-7,995,000,000","27,461,000,000","15,457,000,000","2,701,000,000","44,666,000,000","24,194,000,000","21,708,000,000","21,708,000,000","21,312,000,000","2,486,000,000","2,486,000,000","20,472,000,000","11,373,000,000","11,373,000,000","4,706,000,000","4,706,000,000","4,393,000,000","35,424,000,000","35,142,000,000","51,816,000,000","46,515,000,000","35,142,000,000","7,681,000,000","2,345,000,000","49,001,000,000","7,681,000,000","13,859,000,000","7,040,000,000","4,586,000,000","3,184,000,000","3,184,000,000","2,804,000,000","471,000,000","471,000,000","204,000,000","204,000,000","-1,281,000,000","-1,281,000,000","-578,000,000","-601,000,000","-956,000,000","-956,000,000","18,000,000","120,000,000","362,000,000","-242,000,000","10,166,000,000","947,000,000","144,000,000","9,075,000,000","-601,000,000","362,000,000","-242,000,000","2,583,000,000"
3/31/2011,33.445,34.235001,32.904999,33.73,22.910858,303736200,"152,258,821,306","166,061,821,306",12.782,4.063,4.717,15.79,53.396,"10,517,000,000","10,517,000,000","3,949,000,000","6,568,000,000","4,289,000,000","4,080,000,000","2,279,000,000","251,000,000","2,511,000,000","598,000,000","1,900,000,000","1,900,000,000","1,913,000,000","1,913,000,000","1,900,000,000",0.415,0.41,"4,584,000,000","4,662,000,000","2,279,000,000","8,238,000,000","1,900,000,000","1,810,863,799.28","2,624,000,000","3,110,000,000","3,949,000,000","486,000,000","1,900,000,000","2,993,000,000",0.238,"27,863,799.28","76,058,000,000","23,542,000,000","12,277,000,000","9,075,000,000","4,533,000,000","3,033,000,000","52,516,000,000","14,834,000,000","22,334,000,000","-7,500,000,000","27,354,000,000","15,405,000,000","2,740,000,000","43,462,000,000","21,923,000,000","8,524,000,000","8,524,000,000","8,291,000,000","13,399,000,000","13,399,000,000","21,539,000,000","12,681,000,000","12,681,000,000","4,421,000,000","4,421,000,000","4,437,000,000","32,596,000,000","32,279,000,000","50,097,000,000","44,960,000,000","32,279,000,000","4,925,000,000","1,619,000,000","58,359,000,000","4,925,000,000","26,080,000,000","7,040,000,000","4,574,000,000","458,000,000","458,000,000","1,913,000,000","486,000,000","486,000,000","-26,000,000","-26,000,000","-1,047,000,000","-1,047,000,000","-566,000,000","-589,000,000","986,000,000","986,000,000","2,718,000,000","-689,000,000","440,000,000","-1,129,000,000","9,075,000,000","397,000,000","161,000,000","8,517,000,000","-589,000,000","440,000,000","-1,129,000,000","-131,000,000"
12/31/2010,32.939999,32.939999,30.945,31.424999,21.191544,366736200,"150,744,840,000","162,824,840,000",12.998,4.369,4.862,15.516,22.499,"10,494,000,000","10,494,000,000","4,279,000,000","6,215,000,000","5,056,000,000","4,511,000,000","1,159,000,000","5,472,000,000","6,241,000,000","457,000,000","5,771,000,000","5,771,000,000","5,784,000,000","5,784,000,000","5,771,000,000",1.24,1.235,"4,622,000,000","4,694,000,000","1,159,000,000","9,335,000,000","5,771,000,000","864,655,503.93","6,728,000,000","7,237,000,000","4,279,000,000","509,000,000","5,771,000,000","1,943,000,000",0.073,"387,655,503.93","72,921,000,000","21,579,000,000","11,337,000,000","8,517,000,000","4,430,000,000","2,650,000,000","51,342,000,000","14,727,000,000","21,706,000,000","-6,979,000,000","26,909,000,000","15,244,000,000","2,121,000,000","41,604,000,000","18,508,000,000","8,859,000,000","1,887,000,000","1,887,000,000","9,376,000,000","9,376,000,000","23,096,000,000","14,041,000,000","14,041,000,000","4,261,000,000","4,261,000,000","4,794,000,000","31,317,000,000","31,003,000,000","49,278,000,000","45,044,000,000","31,003,000,000","4,094,000,000","3,071,000,000","54,420,000,000","4,094,000,000","23,417,000,000","7,040,000,000","4,584,000,000","2,308,000,000","2,308,000,000","5,784,000,000","509,000,000","509,000,000","571,000,000","571,000,000","-1,692,000,000","-1,692,000,000","-840,000,000","-880,000,000","-2,580,000,000","-2,580,000,000","220,000,000","-1,827,000,000","1,131,000,000","-2,958,000,000","8,517,000,000","-1,964,000,000","-28,000,000","10,509,000,000","-880,000,000","1,131,000,000","-2,958,000,000","1,428,000,000"
9/30/2010,29.52,30.875,29.26,30.66,20.533768,387123000,"135,149,741,052","135,277,741,052",18.006,4.248,4.843,16.055,43.596,"8,426,000,000","8,426,000,000","2,918,000,000","5,508,000,000","3,164,000,000","3,064,000,000","2,344,000,000","343,000,000","2,700,000,000","633,000,000","2,055,000,000","2,055,000,000","2,067,000,000","2,067,000,000","2,055,000,000",0.445,0.44,"4,620,000,000","4,672,000,000","2,344,000,000","6,082,000,000","2,055,000,000","2,064,186,666.67","2,780,000,000","3,103,000,000","2,918,000,000","323,000,000","2,055,000,000","3,115,000,000",0.234,"-2,813,333.33","54,089,000,000","23,105,000,000","13,265,000,000","10,509,000,000","3,720,000,000","2,259,000,000","30,984,000,000","9,145,000,000","15,911,000,000","-6,766,000,000","12,259,000,000","8,377,000,000","2,100,000,000","25,888,000,000","17,271,000,000","8,120,000,000","8,120,000,000","7,691,000,000","8,937,000,000","8,937,000,000","8,617,000,000","4,456,000,000","4,456,000,000","1,384,000,000","1,384,000,000","2,777,000,000","28,201,000,000","27,906,000,000","44,541,000,000","32,362,000,000","27,906,000,000","15,647,000,000","5,834,000,000","41,299,000,000","15,647,000,000","13,393,000,000","7,040,000,000","4,630,000,000","2,914,000,000","2,914,000,000","2,067,000,000","323,000,000","323,000,000","13,000,000","13,000,000","-1,375,000,000","-1,375,000,000","-413,000,000","-442,000,000","990,000,000","990,000,000","1,678,000,000","327,000,000","328,000,000","-1,000,000","10,509,000,000","2,529,000,000","245,000,000","7,735,000,000","-442,000,000","328,000,000","-1,000,000","2,472,000,000"
6/30/2010,25.15,27.655001,24.735001,27.555,18.31551,373304800,"115,629,377,024","117,172,377,024",15.761,3.682,4.531,13.508,33.288,"8,674,000,000","8,674,000,000","2,955,000,000","5,719,000,000","2,956,000,000","2,878,000,000","2,763,000,000","374,000,000","3,123,000,000","741,000,000","2,369,000,000","2,369,000,000","2,382,000,000","2,382,000,000","2,369,000,000",0.513,0.51,"4,608,000,000","4,650,000,000","2,763,000,000","5,911,000,000","2,369,000,000","2,355,270,893.37","3,204,000,000","3,520,000,000","2,955,000,000","316,000,000","2,369,000,000","3,502,000,000",0.237,"4,270,893.37","48,444,000,000","18,574,000,000","10,166,000,000","7,735,000,000","4,001,000,000","2,363,000,000","29,870,000,000","8,931,000,000","15,641,000,000","-6,710,000,000","12,109,000,000","8,299,000,000","2,092,000,000","22,636,000,000","13,934,000,000","6,652,000,000","6,652,000,000","6,202,000,000","7,282,000,000","7,282,000,000","8,702,000,000","4,427,000,000","4,427,000,000","1,556,000,000","1,556,000,000","2,719,000,000","25,808,000,000","25,518,000,000","43,490,000,000","29,945,000,000","25,518,000,000","13,409,000,000","4,640,000,000","37,227,000,000","13,409,000,000","11,709,000,000","7,040,000,000","4,614,000,000","2,984,000,000","2,984,000,000","2,382,000,000","316,000,000","316,000,000","-1,000,000","-1,000,000","30,000,000","30,000,000","-451,000,000","-500,000,000","-832,000,000","-832,000,000","99,000,000","84,000,000","84,000,000",0,"7,735,000,000","2,182,000,000","-131,000,000","5,684,000,000","-500,000,000","84,000,000",0,"2,484,000,000"
3/31/2010,27.68,27.780001,26.280001,26.725,17.614805,443832000,"126,781,816,590","129,622,816,590",18.092,4.09,5.097,17.226,50.654,"7,525,000,000","7,525,000,000","2,541,000,000","4,984,000,000","2,801,000,000","2,705,000,000","2,183,000,000","21,000,000","2,179,000,000","553,000,000","1,614,000,000","1,614,000,000","1,626,000,000","1,626,000,000","1,614,000,000",0.35,0.345,"4,608,000,000","4,654,000,000","2,183,000,000","5,342,000,000","1,614,000,000","1,699,814,593.85","2,264,000,000","2,559,000,000","2,541,000,000","295,000,000","1,614,000,000","2,674,000,000",0.254,"-29,185,406.15","47,403,000,000","17,208,000,000","8,794,000,000","5,684,000,000","3,705,000,000","2,327,000,000","30,195,000,000","9,036,000,000","15,788,000,000","-6,752,000,000","12,315,000,000","8,410,000,000","2,095,000,000","22,246,000,000","13,583,000,000","6,367,000,000","6,367,000,000","5,963,000,000","7,216,000,000","7,216,000,000","8,663,000,000","4,419,000,000","4,419,000,000","1,481,000,000","1,481,000,000","2,763,000,000","25,157,000,000","24,872,000,000","42,136,000,000","29,291,000,000","24,872,000,000","12,557,000,000","3,625,000,000","36,507,000,000","12,557,000,000","11,635,000,000","7,040,000,000","4,612,000,000","1,326,000,000","1,326,000,000","1,626,000,000","295,000,000","295,000,000","34,000,000","34,000,000","-1,368,000,000","-1,368,000,000","-377,000,000","-393,000,000","-1,043,000,000","-1,043,000,000","-149,000,000","121,000,000","123,000,000","-2,000,000","5,684,000,000","-1,085,000,000","-252,000,000","7,021,000,000","-393,000,000","123,000,000","-2,000,000","933,000,000"
12/31/2009,28.58,28.715,26.85,27.125,17.733313,385386200,"131,271,000,000","133,917,000,000",19.454,4.284,5.293,17.832,56.386,"7,510,000,000","7,510,000,000","2,651,000,000","4,859,000,000","3,079,000,000","2,978,000,000","1,780,000,000","199,000,000","1,960,000,000","382,000,000","1,543,000,000","1,543,000,000","1,578,000,000","1,578,000,000","1,543,000,000",0.335,0.33,"4,628,000,000","4,688,000,000","1,780,000,000","5,730,000,000","1,543,000,000","1,521,262,244.90","2,044,000,000","2,375,000,000","2,651,000,000","331,000,000","1,543,000,000","2,348,000,000",0.195,"5,262,244.90","48,671,000,000","17,551,000,000","9,213,000,000","7,021,000,000","3,758,000,000","2,354,000,000","31,120,000,000","9,561,000,000","16,467,000,000","-6,906,000,000","12,828,000,000","8,604,000,000","1,976,000,000","23,325,000,000","13,721,000,000","6,921,000,000","1,674,000,000","1,410,000,000","6,800,000,000","6,800,000,000","9,604,000,000","5,059,000,000","5,059,000,000","1,580,000,000","1,580,000,000","2,965,000,000","25,346,000,000","24,799,000,000","41,537,000,000","29,858,000,000","24,799,000,000","11,971,000,000","3,830,000,000","36,658,000,000","11,971,000,000","11,859,000,000","7,040,000,000","4,606,000,000","1,916,000,000","1,916,000,000","1,578,000,000","331,000,000","331,000,000","327,000,000","327,000,000","-2,589,000,000","-2,589,000,000","-524,000,000","-594,000,000","-1,409,000,000","-1,409,000,000","622,000,000","-1,081,000,000","431,000,000","-1,512,000,000","7,021,000,000","-2,082,000,000","257,000,000","8,846,000,000","-594,000,000","431,000,000","-1,512,000,000","1,322,000,000"
9/30/2009,26.700001,27.75,26.355,26.655001,17.303091,419925800,"124,446,617,034","126,535,617,034",19.889,4.076,5.195,15.73,44.367,"8,044,000,000","8,044,000,000","2,934,000,000","5,110,000,000","2,960,000,000","2,912,000,000","2,150,000,000","315,000,000","2,443,000,000","523,000,000","1,896,000,000","1,896,000,000","1,920,000,000","1,920,000,000","1,896,000,000",0.41,0.405,"4,632,000,000","4,664,000,000","2,150,000,000","5,894,000,000","1,896,000,000","1,870,064,674.58","2,532,000,000","2,852,000,000","2,934,000,000","320,000,000","1,896,000,000","2,819,000,000",0.214,"7,064,674.58","47,107,000,000","16,992,000,000","9,125,000,000","8,846,000,000","3,465,000,000","2,341,000,000","30,115,000,000","9,099,000,000","15,773,000,000","-6,674,000,000","12,625,000,000","8,525,000,000","1,910,000,000","22,685,000,000","13,410,000,000","7,224,000,000","7,224,000,000","6,755,000,000","6,186,000,000","6,186,000,000","9,275,000,000","5,028,000,000","5,028,000,000","1,123,000,000","1,123,000,000","3,124,000,000","24,422,000,000","23,955,000,000","40,944,000,000","28,983,000,000","23,955,000,000","11,330,000,000","3,582,000,000","35,169,000,000","11,330,000,000","11,214,000,000","7,040,000,000","4,628,000,000","2,608,000,000","2,608,000,000","1,920,000,000","320,000,000","320,000,000","109,000,000","109,000,000","-396,000,000","-396,000,000","-417,000,000","-419,000,000","-1,026,000,000","-1,026,000,000","-230,000,000","155,000,000","157,000,000","-2,000,000","8,846,000,000","1,186,000,000","13,000,000","7,647,000,000","-419,000,000","157,000,000","-2,000,000","2,189,000,000"
6/30/2009,24.24,25.514999,24.01,24.92,16.045696,432536800,"111,096,754,451","114,599,754,451",17.708,3.598,4.814,13.862,36.648,"8,267,000,000","8,267,000,000","2,913,000,000","5,354,000,000","2,916,000,000","2,844,000,000","2,438,000,000","330,000,000","2,728,000,000","679,000,000","2,037,000,000","2,049,000,000","2,061,000,000","2,061,000,000","2,037,000,000",0.44,0.44,"4,626,000,000","4,646,000,000","2,438,000,000","5,829,000,000","2,049,000,000","2,033,978,005.87","2,825,000,000","3,127,000,000","2,913,000,000","302,000,000","2,049,000,000","3,107,000,000",0.249,"4,978,005.87","46,054,000,000","16,372,000,000","7,945,000,000","7,647,000,000","3,746,000,000","2,483,000,000","29,682,000,000","8,904,000,000","15,474,000,000","-6,570,000,000","12,627,000,000","8,535,000,000","1,859,000,000","22,537,000,000","13,567,000,000","7,136,000,000","7,136,000,000","6,356,000,000","6,431,000,000","6,431,000,000","8,970,000,000","5,017,000,000","5,017,000,000","902,000,000","902,000,000","3,051,000,000","23,517,000,000","23,076,000,000","39,999,000,000","28,093,000,000","23,076,000,000","10,449,000,000","2,805,000,000","34,524,000,000","10,449,000,000","11,448,000,000","4,630,002,410","4,630,000,000","2,789,000,000","2,789,000,000","2,049,000,000","302,000,000","302,000,000","-63,000,000","-63,000,000","-565,000,000","-565,000,000","-488,000,000","-513,000,000","-1,675,000,000","-1,675,000,000","-786,000,000","60,000,000","64,000,000","-4,000,000","7,647,000,000","549,000,000","282,000,000","6,816,000,000","-513,000,000","64,000,000","-4,000,000","2,276,000,000"
3/31/2009,21.879999,22.915001,21.0,21.525,13.742305,461491600,"101,729,226,219","106,829,226,219",18.086,3.224,4.912,14.902,48.937,"7,169,000,000","7,169,000,000","2,590,000,000","4,579,000,000","2,716,000,000","2,624,000,000","1,863,000,000","-40,000,000","1,815,000,000","456,000,000","1,348,000,000","1,348,000,000","1,359,000,000","1,359,000,000","1,348,000,000",0.29,0.29,"4,626,000,000","4,638,000,000","1,863,000,000","5,306,000,000","1,348,000,000","1,377,950,413.22","1,900,000,000","2,183,000,000","2,590,000,000","283,000,000","1,348,000,000","2,223,000,000",0.251,"-10,049,586.78","43,103,000,000","14,714,000,000","7,079,000,000","6,816,000,000","3,139,000,000","2,298,000,000","28,389,000,000","8,425,000,000","14,635,000,000","-6,210,000,000","12,414,000,000","8,426,000,000","1,793,000,000","21,995,000,000","13,169,000,000","6,007,000,000","6,007,000,000","5,651,000,000","7,162,000,000","7,162,000,000","8,826,000,000","5,017,000,000","5,017,000,000","865,000,000","865,000,000","2,944,000,000","21,108,000,000","20,712,000,000","38,911,000,000","25,729,000,000","20,712,000,000","8,298,000,000","1,545,000,000","32,891,000,000","8,298,000,000","12,179,000,000","7,034,000,000","4,620,000,000","873,000,000","873,000,000","1,359,000,000","283,000,000","283,000,000","-20,000,000","-20,000,000","-599,000,000","-599,000,000","-460,000,000","-467,000,000","1,817,000,000","1,817,000,000","2,757,000,000","10,000,000","10,000,000",0,"6,816,000,000","2,091,000,000","24,000,000","4,701,000,000","-467,000,000","10,000,000",0,"406,000,000"
12/31/2008,22.700001,23.0,20.780001,21.360001,13.494187,460252400,"104,734,645,035","109,067,645,035",18.181,3.311,5.116,15.306,76.7,"7,126,000,000","7,126,000,000","2,568,000,000","4,558,000,000","2,852,000,000","2,502,000,000","1,706,000,000","-529,000,000","1,150,000,000","155,000,000","995,000,000","995,000,000","995,000,000","995,000,000","995,000,000",0.215,0.215,"4,624,000,000","4,642,000,000","1,706,000,000","5,420,000,000","995,000,000","1,072,004,347.83","1,137,000,000","1,422,000,000","2,568,000,000","285,000,000","995,000,000","1,511,000,000",0.135,"-11,995,652.17","40,519,000,000","12,176,000,000","4,979,000,000","4,701,000,000","3,090,000,000","2,187,000,000","28,343,000,000","8,326,000,000","14,400,000,000","-6,074,000,000","12,505,000,000","8,476,000,000","1,733,000,000","20,047,000,000","12,988,000,000","6,457,000,000","1,622,000,000","1,370,000,000","6,531,000,000","6,531,000,000","7,059,000,000","2,781,000,000","2,781,000,000","877,000,000","877,000,000","3,401,000,000","20,472,000,000","20,472,000,000","38,513,000,000","23,253,000,000","20,472,000,000","7,967,000,000","-812,000,000","29,784,000,000","7,967,000,000","9,312,000,000","7,034,000,000","4,620,000,000","1,903,000,000","1,903,000,000","995,000,000","285,000,000","285,000,000","-139,000,000","-139,000,000","-569,000,000","-569,000,000","-515,000,000","-598,000,000","-3,809,000,000","-3,809,000,000","-2,068,000,000","16,000,000","16,000,000",0,"4,701,000,000","-2,475,000,000","-621,000,000","7,797,000,000","-598,000,000","16,000,000",0,"1,305,000,000"
