Date,Open,High,Low,Close,Adj Close,PercentChangeClose,Percent100,Recommendation,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
12/31/1993,11.15625,11.1875,10.03125,10.21875,4.959059,0.946,94.617,Sell,141999200,57898840125,60000840125,26.883,4.191,12.631,17.789,81.745,3373000000,3373000000,1163000000,2210000000,1573000000,1476000000,637000000,86000000,679000000,213000000,454000000,454000000,454000000,466000000,454000000,0.09,0.085,5069264069,5318948521,637000000,2736000000,466000000,406977909,637000000,734000000,1163000000,97000000,466000000,648000000,0.314,"26,977,908.69",12021000000,4434000000,998000000,998000000,1243000000,1049000000,7587000000,3729000000,5596000000,-1867000000,549000000,549000000,3309000000,7437000000,5171000000,2217000000,2217000000,2217000000,1672000000,1672000000,2266000000,1428000000,1428000000,113000000,113000000,725000000,4584000000,4584000000,9458000000,6012000000,4584000000,4035000000,-737000000,7684000000,4035000000,3100000000,5189812000,5189812000,630000000,630000000,466000000,97000000,97000000,-81000000,-81000000,-305000000,-305000000,-347000000,-218000000,-336000000,-336000000,15000000,-111000000,7000000,-118000000,0,-11000000,-31000000,0,-218000000,7000000,-118000000,412000000
9/30/1993,10.5625,11.0625,10.25,10.84375,5.241195,1.007,100.686,Buy,110708000,54884228750,56955228750,29.754,4.066,12.213,15.694,56.559,3629000000,3629000000,1165000000,2464000000,1635000000,1457000000,829000000,79000000,870000000,280000000,590000000,590000000,590000000,590000000,590000000,0.115,0.115,5130434783,5130434783,829000000,2800000000,590000000,536425287,829000000,1007000000,1253000000,90000000,590000000,928000000,0.322,"25,425,287.36",11665000000,4452000000,1040000000,1040000000,1197000000,1078000000,7213000000,3711000000,5551000000,-1840000000,439000000,439000000,3063000000,7171000000,4930000000,2138000000,2138000000,2138000000,1632000000,1632000000,2241000000,1479000000,1479000000,70000000,70000000,692000000,4494000000,4494000000,9223000000,5973000000,4494000000,4055000000,-478000000,7605000000,4055000000,3111000000,5196140000,5196140000,868000000,868000000,590000000,90000000,90000000,38000000,38000000,-116000000,-116000000,-79000000,-184000000,-636000000,-636000000,-306000000,-109000000,17000000,-126000000,0,116000000,-9000000,0,-184000000,17000000,-126000000,684000000
6/30/1993,10.75,11.1875,10.46875,10.8125,5.205487,1.103,110.303,Buy,95362800,55947214000,58500214000,31.159,4.185,13.139,15.004,56.035,3899000000,3899000000,1379000000,2520000000,1561000000,1476000000,959000000,61000000,980000000,302000000,678000000,678000000,678000000,678000000,678000000,0.13,0.13,5215384615,5215384615,959000000,2940000000,678000000,635797959,959000000,1044000000,1379000000,85000000,678000000,983000000,0.308,"18,797,959.18",11848000000,4876000000,933000000,933000000,1383000000,1115000000,6972000000,3729000000,5545000000,-1816000000,436000000,436000000,2807000000,7590000000,5711000000,2219000000,2219000000,2219000000,2323000000,2323000000,1879000000,1163000000,1163000000,36000000,36000000,680000000,4258000000,4258000000,8855000000,5421000000,4258000000,3822000000,-835000000,7744000000,3822000000,3486000000,5204392000,5204392000,751000000,751000000,678000000,85000000,85000000,-35000000,-35000000,-319000000,-319000000,-182000000,-189000000,-282000000,-282000000,163000000,-223000000,106000000,-329000000,0,150000000,9000000,0,-189000000,106000000,-329000000,562000000
3/31/1993,10.65625,10.78125,9.375,9.84375,4.719271,0.933,93.283,Sell,209047200,55628608750,57969608750,32.788,4.27,14.041,18.969,75.777,3056000000,3056000000,1005000000,2051000000,1374000000,1286000000,677000000,25000000,656000000,202000000,454000000,454000000,454000000,454000000,454000000,0.09,0.09,5044444444,5044444444,677000000,2379000000,454000000,436698171,677000000,765000000,1005000000,88000000,454000000,740000000,0.308,"7,698,170.73",10945000000,4135000000,774000000,774000000,1072000000,1071000000,6810000000,3577000000,5332000000,-1755000000,411000000,411000000,2822000000,6983000000,5137000000,2030000000,2030000000,2030000000,1987000000,1987000000,1846000000,1128000000,1128000000,55000000,55000000,663000000,3962000000,3962000000,8398000000,5090000000,3962000000,3551000000,-1002000000,7077000000,3551000000,3115000000,5220280000,5220280000,259000000,259000000,454000000,88000000,88000000,16000000,16000000,-145000000,-145000000,-192000000,-209000000,-286000000,-286000000,6000000,-92000000,15000000,-107000000,0,-172000000,-10000000,956000000,-209000000,15000000,-107000000,50000000
12/31/1992,10.46875,11.03125,10,10.59375,5.059099,1.047,104.667,Buy,111539200,54721035625,56972835625,33.77,4.299,14.073,17.562,86.809,3244100000,3244100000,1190900000,2053200000,1469900000,1396900000,583300000,12600000,552700000,173600000,159700000,159700000,159700000,379100000,159700000,0.03,0.025,5296290727,5637181664,583300000,2660800000,379100000,370457590,583300000,656300000,1190900000,73000000,379100000,643700000,0.314,"3,957,590.01",11051900000,4247700000,955600000,955600000,1085600000,1018600000,6804200000,3526300000,5242900000,-1716600000,383300000,383300000,2894600000,7163500000,5303200000,2253000000,2253000000,2253000000,2087300000,2087300000,1860300000,1120100000,1120100000,81600000,81600000,658600000,3888400000,3888400000,8165000000,5008500000,3888400000,3505100000,-1055500000,7095800000,3505100000,3207400000,5227084000,5227084000,781000000,781000000,379100000,73000000,73000000,-80200000,-80200000,-719900000,-719900000,-379500000,-339700000,93900000,93900000,791100000,-328700000,71800000,-400500000,0,155000000,-40500000,0,-339700000,71800000,-400500000,441300000
9/30/1992,10.125,10.40625,9.125,10.15625,4.833506,0.973,97.327,Sell,167705600,53144910000,54744710000,29.348,4.315,11.564,15.608,63.657,3507500000,3507500000,1296300000,2211200000,1440200000,1351200000,771000000,58900000,788000000,247400000,540600000,540600000,540600000,540600000,540600000,0.105,0.105,5148571429,5148571429,771000000,2736500000,540600000,500192208,771000000,860000000,1296300000,89000000,540600000,801100000,0.314,"18,492,208.12",10727300000,4238100000,841200000,841200000,1189200000,1051900000,6489200000,3392200000,5159400000,-1767200000,397600000,397600000,2699400000,6131400000,4366600000,2232200000,2232200000,2232200000,1439100000,1439100000,1764800000,1001900000,1001900000,248600000,248600000,514300000,4595900000,4595900000,8377200000,5597800000,4595900000,4198300000,-128500000,7036900000,4198300000,2441000000,5248880000,5248880000,852000000,852000000,540600000,89000000,89000000,25900000,25900000,-399000000,-399000000,-335500000,-341500000,-611300000,-611300000,-290100000,-136800000,18100000,-154900000,0,-158300000,12400000,0,-341500000,18100000,-154900000,510500000
6/30/1992,10,10.84375,9.9375,10.46875,4.96624,1.012,101.228,Buy,133098800,52591760000,54227060000,29.851,4.301,12.115,15.274,58.751,3550400000,3550400000,1287100000,2263300000,1426800000,1340300000,836500000,54600000,846900000,265900000,581000000,581000000,581000000,581000000,581000000,0.11,0.11,5281818182,5281818182,836500000,2713900000,581000000,543542685,836500000,923000000,1287100000,86500000,581000000,868400000,0.314,"17,142,685.09",10881500000,4704200000,987000000,987000000,1435900000,1091100000,6177300000,3143700000,4845000000,-1701300000,385600000,385600000,2648000000,6540600000,4840200000,2332400000,2332400000,2332400000,1662700000,1662700000,1700400000,959600000,959600000,223400000,223400000,517400000,4340900000,4340900000,8019600000,5300500000,4340900000,3955300000,-136000000,6963200000,3955300000,2622300000,5259176000,5259176000,530400000,530400000,581000000,86500000,86500000,-600000,-600000,-288700000,-288700000,-407900000,-220100000,-193500000,-193500000,241200000,-249500000,8700000,-258200000,0,48200000,18000000,0,-220100000,8700000,-258200000,310300000
3/31/1992,10.21875,10.546875,9.890625,10.375,4.905971,1.075,107.478,Buy,154700800,53960559000,55390659000,32.44,4.595,13.15,19.983,84.851,2771900000,2771900000,958100000,1813800000,1234400000,1161000000,579400000,21300000,558500000,175400000,383100000,383100000,383100000,383100000,383100000,0.075,0.075,5108000000,5108000000,579400000,2192500000,383100000,368489382,579400000,652800000,958100000,73400000,383100000,631500000,0.314,"6,689,382.27",10064400000,4290700000,920800000,920800000,1092500000,1107600000,5773700000,2929700000,4543100000,-1613400000,372200000,372200000,2471800000,5960900000,4261000000,1951000000,1951000000,1951000000,1385700000,1385700000,1699900000,965200000,965200000,224400000,224400000,510300000,4103500000,4103500000,7623000000,5068700000,4103500000,3731300000,29700000,6454400000,3731300000,2350900000,5280544000,5280544000,69000000,69000000,383100000,73400000,73400000,28300000,28300000,48100000,48100000,86700000,-182000000,-206500000,-206500000,206600000,-413200000,32700000,-445900000,0,-89400000,-48000000,1058300000,-182000000,32700000,-445900000,-113000000
12/31/1991,10.03125,10.421875,8.890625,9.6875,4.564611,1.167,116.73,Buy,229328000,53324520000,54553820000,33.438,4.674,12.049,18.949,108.435,2879000000,2879000000,1175300000,1703700000,1216600000,1200600000,487100000,103400000,547100000,188700000,358400000,358400000,358400000,358400000,358400000,0.065,0.06,5474364754,5827916667,487100000,2391900000,358400000,290663645,487100000,503100000,1175300000,16000000,358400000,399700000,0.345,"35,663,644.67",10222400000,4144200000,1058300000,1058300000,969600000,987800000,6078200000,2889900000,4444700000,-1554800000,303700000,303700000,2884600000,5796600000,4117600000,1914400000,1914400000,1914400000,1302300000,1302300000,1679000000,985300000,985300000,200000000,200000000,493700000,4425800000,4425800000,7425500000,5411100000,4425800000,4122100000,26600000,6713400000,4122100000,2287600000,5315840000,5315840000,581100000,581100000,358400000,16000000,16000000,-40500000,-40500000,-329700000,-329700000,-221400000,-214500000,-384600000,-384600000,14500000,-154900000,11500000,-166400000,0,-133200000,36800000,0,-214500000,11500000,-166400000,366600000
9/30/1991,8.109375,8.390625,7.796875,8.328125,3.910397,1.112,111.221,Buy,119888800,42901336500,43978236500,27.802,3.846,10.162,13.864,61.005,3172100000,3172100000,1231100000,1941000000,1296300000,1220200000,644700000,60900000,665200000,208900000,456300000,456300000,456300000,456300000,456300000,0.09,0.09,5070000000,5070000000,644700000,2527400000,456300000,414525090,644700000,720900000,1231000000,76200000,456300000,660000000,0.314,"19,125,090.20",9778800000,4180400000,1154700000,1154700000,1018400000,1014200000,5598400000,2623000000,4210700000,-1587700000,287600000,287600000,2687800000,5557100000,3855000000,1859400000,1859400000,1859400000,1195000000,1195000000,1702100000,1036600000,1036600000,219600000,219600000,445900000,4221700000,4221700000,7226400000,5258300000,4221700000,3934100000,325400000,6453300000,3934100000,2231600000,5321096000,5321096000,790000000,790000000,456300000,76200000,76200000,-10800000,-10800000,-224500000,-224500000,-195700000,-207300000,-346600000,-346600000,-81100000,-105400000,9800000,-115200000,0,218900000,27300000,0,-207300000,9800000,-115200000,582700000
6/30/1991,6.8125,7.53125,6.8125,7.515625,3.51589,1.145,114.482,Buy,119534400,36319917250,37743217250,26.716,3.56,9.537,12.418,49.35,3039500000,3039500000,1114200000,1925300000,1232100000,1160500000,693200000,63900000,703200000,220800000,482400000,482400000,482400000,482400000,482400000,0.09,0.09,5360000000,5360000000,693200000,2346300000,482400000,438564164,693200000,764800000,1114300000,71500000,482400000,700900000,0.314,"20,064,163.82",9237500000,3910300000,908400000,908400000,1115200000,1078300000,5327200000,2462000000,3957500000,-1495500000,278000000,278000000,2587200000,5282900000,3879600000,1670300000,1670300000,1670300000,1526800000,1526800000,1403300000,760300000,760300000,243300000,243300000,399700000,3954600000,3954600000,6930000000,4714900000,3954600000,3676600000,30700000,6241700000,3676600000,2287100000,5331364000,5331364000,621500000,621500000,482400000,71500000,71500000,2200000,2200000,-308200000,-308200000,-185000000,-203700000,-88600000,-88600000,174600000,-103000000,8200000,-111200000,0,224700000,-33600000,0,-203700000,8200000,-111200000,417800000
3/31/1991,6.78125,7.09375,6.421875,6.59375,3.071136,1.087,108.704,Buy,168044800,36180599875,37362799875,27.125,3.614,9.586,15.06,63.145,2481000000,2481000000,866400000,1614600000,1120600000,1022900000,494000000,28500000,467800000,146900000,320400000,320900000,320900000,320900000,320400000,0.06,0.06,5340000000,5340000000,494000000,1987000000,320900000,301349658,494000000,591700000,866400000,97700000,320900000,563200000,0.314,"8,949,657.97",8730800000,3555800000,717400000,717400000,971700000,1058200000,5175000000,2391400000,3856200000,-1464800000,290000000,290000000,2493600000,4922600000,3516500000,1521500000,1521500000,1521500000,1372000000,1372000000,1406100000,768700000,768700000,244700000,244700000,392700000,3808200000,3808200000,6607700000,4576900000,3808200000,3518200000,39300000,5948900000,3518200000,2140700000,5335388000,5335388000,91800000,91800000,320900000,97700000,97700000,-17000000,-17000000,-262300000,-262300000,-145600000,-166200000,-511700000,-511700000,-364800000,-71400000,9900000,-81300000,0,-682200000,-30000000,1429600000,-166200000,9900000,-81300000,-74400000
12/31/1990,5.796875,6.140625,5.328125,6.09375,2.825217,1.091,109.112,Buy,191629600,31073113500,32255313500,23.25,3.097,8.233,12.619,65.268,2556100000,2556100000,1002600000,1553500000,1132000000,1059300000,421500000,59600000,429000000,134700000,290600000,294300000,294300000,294300000,290600000,0.055,0.05,5294872549,5722700000,421500000,2134600000,294300000,253413566,421500000,494200000,1002600000,72700000,294300000,434600000,0.314,"18,713,566.43",9278200000,4142800000,1429600000,1429600000,951700000,982300000,5135400000,2385600000,3785800000,-1400200000,275100000,275100000,2474700000,5429000000,4296500000,1576400000,1576400000,1576400000,2000900000,2000900000,1132500000,535900000,535900000,264600000,264600000,332000000,3849200000,3849200000,6447600000,4385100000,3774200000,3574100000,-153700000,6311000000,3499100000,2536800000,5345912000,5345912000,398100000,398100000,294300000,72700000,72700000,-11100000,-11100000,-240200000,-240200000,-211100000,-219100000,45400000,45400000,533500000,-216400000,12400000,-228800000,0,203300000,2900000,0,-219100000,12400000,-228800000,179000000
9/30/1990,4.984375,5.765625,4.96875,5.609375,2.58928,0.994,99.37,Sell,190723200,26368896500,26186196500,17.026,2.274,7.983,9.376,45.764,2792800000,2792800000,1110200000,1682600000,1170100000,1113000000,512500000,115500000,574600000,180400000,389400000,394200000,394200000,394200000,389400000,0.075,0.075,5192000000,5192000000,512500000,2280300000,394200000,314962095,512500000,572200000,1107600000,59700000,394200000,456700000,0.314,"36,262,095.37",8904200000,3933700000,1223400000,1223400000,1024500000,920200000,4970500000,2216300000,3573100000,-1356800000,273200000,273200000,2481000000,4969100000,3763100000,1715800000,1715800000,1715800000,12300000,12300000,1206000000,587700000,587700000,271900000,271900000,346400000,3935100000,3935100000,6290300000,4522800000,3635100000,3661900000,170600000,4235100000,3361900000,600000000,5340536000,5340536000,707600000,707600000,394200000,59700000,59700000,-19100000,-19100000,-127100000,-127100000,-130900000,-134500000,-435700000,-435700000,-296400000,-3200000,-4600000,1400000,0,144800000,45200000,0,-134500000,-4600000,1400000,573100000
6/30/1990,5.546875,6.046875,5.453125,5.671875,2.6057,1.196,119.557,Buy,149644000,29580064568,29266864568,19.81,2.595,9.694,10.684,46.053,2739300000,2739300000,1044100000,1695200000,1115500000,1059700000,579700000,70300000,597500000,187600000,405000000,409900000,409900000,409900000,405000000,0.08,0.08,5062500000,5062500000,579700000,2159600000,409900000,361672435,579700000,635500000,1049800000,50100000,409900000,565200000,0.314,"22,072,435.15",8658100000,3853800000,1033400000,1033400000,1182400000,995800000,4804300000,2145800000,3454100000,-1308300000,256500000,256500000,2402000000,5055100000,3894200000,1603400000,1603400000,1603400000,12500000,12500000,1160900000,538200000,538200000,294600000,294600000,328100000,3603000000,3603000000,6034500000,4141200000,3303000000,3346500000,-40400000,3853700000,3046500000,550700000,5332720000,5332720000,344300000,344300000,409900000,50100000,50100000,-8200000,-8200000,108200000,108200000,-127300000,-132500000,-581700000,-581700000,-397400000,-44400000,13300000,-57700000,0,-129200000,4100000,0,-132500000,13300000,-57700000,211800000
3/31/1990,4.671875,5.078125,4.640625,4.765625,2.179467,1.113,111.323,Buy,168958400,25192006056,26376906056,17.303,2.302,7.908,12.278,52.817,2148300000,2148300000,805100000,1343200000,905200000,843800000,438000000,48400000,413200000,129700000,278600000,283500000,283500000,283500000,278600000,0.055,0.055,5065454545,5065454545,438000000,1710300000,283500000,250292352,438000000,499400000,805100000,61400000,283500000,451000000,0.314,"15,192,352.37",8467200000,3809900000,1158500000,1158500000,905200000,902100000,4657300000,2077500000,3346900000,-1269400000,242900000,242900000,2336900000,5115900000,3978700000,1352100000,1352100000,1352100000,6400000,6400000,1137200000,538900000,538900000,303700000,303700000,294600000,3351300000,3351300000,5761900000,3890200000,3051300000,3108400000,-168800000,3596600000,2808400000,545300000,5392240000,5392240000,-166100000,-166100000,283500000,61400000,61400000,8100000,8100000,-180600000,-180600000,-104500000,-106900000,428400000,428400000,671100000,-237800000,8800000,-246600000,0,81700000,-19300000,1096000000,-106900000,8800000,-246600000,-273000000
12/31/1989,4.828125,4.875,4.078125,4.304688,1.957785,0.956,95.579,Sell,234900800,26034543556,25577243556,22.991,3.016,9.249,11.373,59.413,2248900000,2248900000,968500000,1280400000,898600000,849900000,381800000,39600000,342800000,116600000,242600000,247700000,247700000,226200000,242600000,0.045,0.045,5392240000,5392240000,381800000,1867100000,247700000,200069545,381800000,430500000,968500000,48700000,226200000,390900000,0.34,"13,469,544.92",8282500000,3603500000,1096000000,1096000000,820400000,789100000,4679000000,2021200000,3294700000,-1273500000,232000000,232000000,2425800000,4797000000,3658000000,1386500000,1386500000,1386500000,1432200000,1432200000,1139000000,548700000,548700000,296100000,296100000,294200000,3485500000,3485500000,5618300000,4034200000,3185500000,3253500000,-54500000,5166400000,2953500000,1980900000,5392240000,5392240000,173300000,173300000,247700000,48700000,48700000,23600000,23600000,1474300000,1474300000,-123400000,-140000000,-2099700000,-2099700000,-1634000000,-345500000,11800000,-357300000,0,-452100000,18600000,0,-140000000,11800000,-357300000,33300000
9/30/1989,4.1875,4.585938,3.867188,4.523438,2.048348,1.07,107.005,Buy,260318400,22868105000,22716305000,21.474,2.704,7.945,9.866,45.018,2302600000,2302600000,950900000,1351700000,893300000,848300000,458400000,162000000,531300000,170000000,356100000,361300000,361300000,361300000,356100000,0.065,0.065,5478461538,5478461538,458400000,1844200000,361300000,251135121,458400000,504600000,949700000,46200000,361300000,342600000,0.32,"51,835,121.40",8903600000,3670600000,1529600000,1529600000,775800000,833000000,5233000000,1853800000,3061600000,-1207800000,64500000,64500000,3314700000,5788900000,4610200000,1264800000,1264800000,1264800000,127200000,127200000,1178700000,645100000,645100000,284800000,284800000,248800000,3114700000,3114700000,4981200000,3759800000,2814700000,3050200000,-939600000,3587000000,2750200000,772300000,5461040000,5461040000,466100000,466100000,361300000,46200000,46200000,-3700000,-3700000,-759200000,-759200000,-91900000,-124800000,531900000,531900000,957000000,-303400000,9100000,-312500000,0,238800000,-1400000,0,-124800000,9100000,-312500000,341300000
6/30/1989,3.523438,4.25,3.5,4.25,1.914263,1.261,126.091,Buy,186704000,19500238055,19348438055,18.069,2.276,6.775,7.965,35.613,2429100000,2429100000,1001900000,1427200000,928400000,883900000,498800000,88000000,508100000,162600000,339800000,345500000,345500000,345500000,339800000,0.065,0.065,5227692308,5227692308,498800000,1930300000,345500000,285661386,498800000,543300000,1002000000,44400000,345500000,455300000,0.32,"28,161,385.55",7979500000,3736900000,1292200000,1292200000,821500000,902300000,4242600000,1801600000,2976600000,-1175000000,54900000,54900000,2386100000,4801300000,3581900000,1222500000,1222500000,1222500000,127300000,127300000,1219400000,713100000,713100000,279600000,279600000,226700000,3178200000,3178200000,4741600000,3891300000,2878200000,3123300000,155000000,3718600000,2823300000,840400000,5534416000,5534416000,245100000,245100000,345500000,44400000,44400000,11000000,11000000,-116400000,-116400000,-119100000,-121400000,104500000,104500000,477500000,-249400000,5500000,-254900000,0,233200000,-26800000,0,-121400000,5500000,-254900000,123700000
3/31/1989,3.203125,3.398438,3.15625,3.390625,1.518157,1.168,116.841,Buy,171371200,17945583812,18001883812,17.795,2.123,6.106,9.068,41.719,1985200000,1985200000,788000000,1197200000,810200000,765700000,387000000,56900000,382100000,122300000,254400000,259800000,259800000,259800000,254400000,0.045,0.045,5653333333,5653333333,387000000,1598200000,259800000,221112170,387000000,431500000,788000000,44500000,259800000,374600000,0.32,"18,212,169.59",7528600000,3306900000,1085700000,1085700000,797500000,878900000,4221700000,1767700000,2920100000,-1152400000,55700000,55700000,2398300000,4289800000,3066000000,1153100000,1153100000,1153100000,104200000,104200000,1223800000,737800000,737800000,267200000,267200000,218800000,3238800000,3238800000,4519800000,3976600000,2938800000,3183100000,240900000,3780800000,2883100000,842000000,5602480000,5602480000,250100000,250100000,259800000,44500000,44500000,6100000,6100000,-69200000,-69200000,-67500000,-76300000,-227200000,-227200000,125200000,-227200000,15000000,-242200000,0,-46300000,-13300000,1145300000,-76300000,15000000,-242200000,173800000
